date,aggregator,candidate,value,date_added,error
2024-08-30,NS,Harris,0.49,2024-09-14 01:24:05.276189,
2024-08-30,NS,Trump,0.457,2024-09-14 01:24:05.276189,
2024-08-30,NYT,Harris,0.49,2024-09-14 01:24:05.284063,
2024-08-30,NYT,Trump,0.46,2024-09-14 01:24:05.283886,
2024-08-30,RCP,Harris,0.481,2024-09-14 01:17:56.249203,
2024-08-30,RCP,Trump,0.463,2024-09-14 01:17:56.249164,
2024-08-31,538,Harris,0.478,2024-09-14 01:15:27.485198,
2024-08-31,538,Trump,0.446,2024-09-14 01:15:27.485354,
2024-08-31,Economist,Harris,0.5,2024-09-14 01:24:27.276874,
2024-08-31,Economist,Trump,0.46,2024-09-14 01:24:27.276844,
2024-08-31,NS,Harris,0.491,2024-09-14 01:24:05.276189,
2024-08-31,NS,Trump,0.456,2024-09-14 01:24:05.276189,
2024-08-31,NYT,Harris,0.49,2024-09-14 01:24:05.284280,
2024-08-31,NYT,Trump,0.46,2024-09-14 01:24:05.284195,
2024-08-31,RCP,Harris,0.481,2024-09-14 01:17:56.249282,
2024-08-31,RCP,Trump,0.463,2024-09-14 01:17:56.249242,
2024-09-01,538,Harris,0.478,2024-09-14 01:15:27.485610,
2024-09-01,538,Trump,0.447,2024-09-14 01:15:27.485707,
2024-09-01,Economist,Harris,0.5,2024-09-14 01:24:27.276935,
2024-09-01,Economist,Trump,0.46,2024-09-14 01:24:27.276905,
2024-09-01,NS,Harris,0.492,2024-09-14 01:24:05.276189,
2024-09-01,NS,Trump,0.457,2024-09-14 01:24:05.276189,
2024-09-01,NYT,Harris,0.49,2024-09-14 01:24:05.284427,
2024-09-01,NYT,Trump,0.46,2024-09-14 01:24:05.284360,
2024-09-01,RCP,Harris,0.481,2024-09-14 01:17:56.249360,
2024-09-01,RCP,Trump,0.462,2024-09-14 01:17:56.249322,
2024-09-02,538,Harris,0.478,2024-09-14 01:15:27.485798,
2024-09-02,538,Trump,0.447,2024-09-14 01:15:27.485869,
2024-09-02,Economist,Harris,0.49,2024-09-14 01:24:27.276995,
2024-09-02,Economist,Trump,0.47,2024-09-14 01:24:27.276966,
2024-09-02,NS,Harris,0.49,2024-09-14 01:24:05.276189,
2024-09-02,NS,Trump,0.457,2024-09-14 01:24:05.276189,
2024-09-02,NYT,Harris,0.49,2024-09-14 01:24:05.284625,
2024-09-02,NYT,Trump,0.46,2024-09-14 01:24:05.284550,
2024-09-02,RCP,Harris,0.481,2024-09-14 01:17:56.249435,
2024-09-02,RCP,Trump,0.462,2024-09-14 01:17:56.249398,
2024-09-03,538,Harris,0.478,2024-09-14 01:15:27.485936,
2024-09-03,538,Trump,0.447,2024-09-14 01:15:27.486003,
2024-09-03,Economist,Harris,0.49,2024-09-14 01:24:27.277052,
2024-09-03,Economist,Trump,0.47,2024-09-14 01:24:27.277024,
2024-09-03,NS,Harris,0.489,2024-09-14 01:24:05.276189,
2024-09-03,NS,Trump,0.455,2024-09-14 01:24:05.276189,
2024-09-03,NYT,Harris,0.49,2024-09-14 01:24:05.284772,
2024-09-03,NYT,Trump,0.46,2024-09-14 01:24:05.284690,
2024-09-03,RCP,Harris,0.481,2024-09-14 01:17:56.249512,
2024-09-03,RCP,Trump,0.462,2024-09-14 01:17:56.249473,
2024-09-04,538,Harris,0.478,2024-09-14 01:15:27.486112,
2024-09-04,538,Trump,0.448,2024-09-14 01:15:27.486194,
2024-09-04,Economist,Harris,0.49,2024-09-14 01:24:27.277110,
2024-09-04,Economist,Trump,0.47,2024-09-14 01:24:27.277081,
2024-09-04,NS,Harris,0.489,2024-09-14 01:24:05.276189,
2024-09-04,NS,Trump,0.455,2024-09-14 01:24:05.276189,
2024-09-04,NYT,Harris,0.49,2024-09-14 01:24:05.285017,
2024-09-04,NYT,Trump,0.46,2024-09-14 01:24:05.284936,
2024-09-04,RCP,Harris,0.481,2024-09-14 01:17:56.249592,
2024-09-04,RCP,Trump,0.463,2024-09-14 01:17:56.249552,
2024-09-05,538,Harris,0.48,2024-09-14 01:15:27.486267,
2024-09-05,538,Trump,0.45,2024-09-14 01:15:27.486351,
2024-09-05,Economist,Harris,0.49,2024-09-14 01:24:27.277168,
2024-09-05,Economist,Trump,0.47,2024-09-14 01:24:27.277139,
2024-09-05,NS,Harris,0.49,2024-09-14 01:24:05.276189,
2024-09-05,NS,Trump,0.458,2024-09-14 01:24:05.276189,
2024-09-05,NYT,Harris,0.49,2024-09-14 01:24:05.285160,
2024-09-05,NYT,Trump,0.46,2024-09-14 01:24:05.285089,
2024-09-05,RCP,Harris,0.483,2024-09-14 01:17:56.249673,
2024-09-05,RCP,Trump,0.465,2024-09-14 01:17:56.249633,
2024-09-06,538,Harris,0.482,2024-09-14 01:15:27.486429,
2024-09-06,538,Trump,0.452,2024-09-14 01:15:27.486497,
2024-09-06,Economist,Harris,0.49,2024-09-14 01:24:27.277226,
2024-09-06,Economist,Trump,0.46,2024-09-14 01:24:27.277197,
2024-09-06,NS,Harris,0.49,2024-09-14 01:24:05.276189,
2024-09-06,NS,Trump,0.46,2024-09-14 01:24:05.276189,
2024-09-06,NYT,Harris,0.49,2024-09-14 01:24:05.285304,
2024-09-06,NYT,Trump,0.46,2024-09-14 01:24:05.285232,
2024-09-06,RCP,Harris,0.483,2024-09-14 01:17:56.249753,
2024-09-06,RCP,Trump,0.465,2024-09-14 01:17:56.249713,
2024-09-07,538,Harris,0.482,2024-09-14 01:15:27.486563,
2024-09-07,538,Trump,0.452,2024-09-14 01:15:27.486629,
2024-09-07,Economist,Harris,0.49,2024-09-14 01:24:27.277284,
2024-09-07,Economist,Trump,0.46,2024-09-14 01:24:27.277255,
2024-09-07,NS,Harris,0.49,2024-09-14 01:24:05.276189,
2024-09-07,NS,Trump,0.46,2024-09-14 01:24:05.276189,
2024-09-07,NYT,Harris,0.49,2024-09-14 01:24:05.285439,
2024-09-07,NYT,Trump,0.46,2024-09-14 01:24:05.285372,
2024-09-07,RCP,Harris,0.481,2024-09-14 01:17:56.249835,
2024-09-07,RCP,Trump,0.467,2024-09-14 01:17:56.249794,
2024-09-08,538,Harris,0.481,2024-09-14 01:15:27.486733,
2024-09-08,538,Trump,0.455,2024-09-14 01:15:27.486813,
2024-09-08,Economist,Harris,0.49,2024-09-14 01:24:27.277344,
2024-09-08,Economist,Trump,0.46,2024-09-14 01:24:27.277314,
2024-09-08,NS,Harris,0.487,2024-09-14 01:24:05.276189,
2024-09-08,NS,Trump,0.462,2024-09-14 01:24:05.276189,
2024-09-08,NYT,Harris,0.49,2024-09-14 01:24:05.285573,
2024-09-08,NYT,Trump,0.47,2024-09-14 01:24:05.285507,
2024-09-08,RCP,Harris,0.483,2024-09-14 01:17:56.249916,
2024-09-08,RCP,Trump,0.47,2024-09-14 01:17:56.249876,
2024-09-09,538,Harris,0.482,2024-09-14 01:15:27.486885,
2024-09-09,538,Trump,0.457,2024-09-14 01:15:27.486957,
2024-09-09,Economist,Harris,0.49,2024-09-14 01:24:27.277402,
2024-09-09,Economist,Trump,0.46,2024-09-14 01:24:27.277373,
2024-09-09,NS,Harris,0.489,2024-09-14 01:24:05.276189,
2024-09-09,NS,Trump,0.466,2024-09-14 01:24:05.276189,
2024-09-09,NYT,Harris,0.49,2024-09-14 01:24:05.285706,
2024-09-09,NYT,Trump,0.47,2024-09-14 01:24:05.285640,
2024-09-09,RCP,Harris,0.484,2024-09-14 01:17:56.249997,
2024-09-09,RCP,Trump,0.472,2024-09-14 01:17:56.249956,
2024-09-10,538,Harris,0.482,2024-09-14 01:15:27.487032,
2024-09-10,538,Trump,0.458,2024-09-14 01:15:27.487117,
2024-09-10,Economist,Harris,0.49,2024-09-14 01:24:27.277462,
2024-09-10,Economist,Trump,0.46,2024-09-14 01:24:27.277432,
2024-09-10,NS,Harris,0.489,2024-09-14 01:24:05.276189,
2024-09-10,NS,Trump,0.467,2024-09-14 01:24:05.276189,
2024-09-10,NYT,Harris,0.49,2024-09-14 01:24:05.285845,
2024-09-10,NYT,Trump,0.47,2024-09-14 01:24:05.285777,
2024-09-10,RCP,Harris,0.484,2024-09-14 01:17:56.250082,
2024-09-10,RCP,Trump,0.473,2024-09-14 01:17:56.250040,
2024-09-11,538,Harris,0.481,2024-09-14 01:15:27.487187,
2024-09-11,538,Trump,0.457,2024-09-14 01:15:27.487251,
2024-09-11,Economist,Harris,0.49,2024-09-14 01:24:27.277523,
2024-09-11,Economist,Trump,0.46,2024-09-14 01:24:27.277492,
2024-09-11,NS,Harris,0.487,2024-09-14 01:24:05.276189,
2024-09-11,NS,Trump,0.467,2024-09-14 01:24:05.276189,
2024-09-11,NYT,Harris,0.49,2024-09-14 01:24:05.285983,
2024-09-11,NYT,Trump,0.47,2024-09-14 01:24:05.285912,
2024-09-11,RCP,Harris,0.486,2024-09-14 01:17:56.250542,
2024-09-11,RCP,Trump,0.472,2024-09-14 01:17:56.250125,
2024-09-12,538,Harris,0.482,2024-09-14 01:15:27.487319,
2024-09-12,538,Trump,0.456,2024-09-14 01:15:27.487378,
2024-09-12,Economist,Harris,0.49,2024-09-14 01:24:27.277582,
2024-09-12,Economist,Trump,0.46,2024-09-14 01:24:27.277552,
2024-09-12,NS,Harris,0.487,2024-09-14 01:24:05.276189,
2024-09-12,NS,Trump,0.468,2024-09-14 01:24:05.276189,
2024-09-12,NYT,Harris,0.49,2024-09-14 01:24:05.286121,
2024-09-12,NYT,Trump,0.46,2024-09-14 01:24:05.286054,
2024-09-12,RCP,Harris,0.485,2024-09-14 01:17:56.250684,
2024-09-12,RCP,Trump,0.47,2024-09-14 01:17:56.250632,
2024-09-13,538,Harris,0.481,2024-09-14 01:15:27.478189,
2024-09-13,538,Trump,0.453,2024-09-14 01:15:27.478381,
2024-09-13,NS,Harris,0.483,2024-09-14 01:24:05.276189,
2024-09-13,NS,Trump,0.462,2024-09-14 01:24:05.276189,
2024-09-13,NYT,Harris,0.49,2024-09-14 01:24:05.286260,
2024-09-13,NYT,Trump,0.46,2024-09-14 01:24:05.286192,
2024-09-14,538,Harris,0.481,2024-09-14 20:13:47,
2024-09-14,538,Trump,0.453,2024-09-14 20:13:47,
2024-09-13,RCP,Harris,0.486,2024-09-14 20:13:50,
2024-09-13,RCP,Trump,0.469,2024-09-14 20:13:50,
2024-09-14,NYT,Trump,0.46,2024-09-14 20:13:53,
2024-09-14,NYT,Harris,0.49,2024-09-14 20:13:53,
2024-09-14,NS,Trump,0.462,2024-09-14 20:13:56,
2024-09-14,NS,Harris,0.486,2024-09-14 20:13:56,
2024-09-13,Economist,Harris,0.491,2024-09-14 20:15:35,
2024-09-13,Economist,Trump,0.461,2024-09-14 20:15:35,
2024-09-15,538,Harris,0.481,2024-09-15 20:21:35,
2024-09-15,538,Trump,0.454,2024-09-15 20:21:35,
2024-09-15,RCP,Harris,0.49,2024-09-15 20:21:44,
2024-09-15,RCP,Trump,0.473,2024-09-15 20:21:44,
2024-09-15,NYT,Trump,0.47,2024-09-15 20:22:04,
2024-09-15,NYT,Harris,0.49,2024-09-15 20:22:04,
2024-09-15,NS,Trump,0.464,2024-09-15 20:22:33,
2024-09-15,NS,Harris,0.486,2024-09-15 20:22:33,
2024-09-13,Economist,Harris,0.491,2024-09-15 20:29:01,
2024-09-13,Economist,Trump,0.461,2024-09-15 20:29:01,
2024-09-15,538,Harris,0.481,2024-09-16 11:36:57,
2024-09-15,538,Trump,0.454,2024-09-16 11:36:57,
2024-09-16,RCP,Harris,0.49,2024-09-16 11:36:59,
2024-09-16,RCP,Trump,0.473,2024-09-16 11:36:59,
2024-09-15,NYT,Trump,0.47,2024-09-16 11:37:03,
2024-09-15,NYT,Harris,0.49,2024-09-16 11:37:03,
2024-09-16,NS,Trump,0.464,2024-09-16 11:37:05,
2024-09-16,NS,Harris,0.486,2024-09-16 11:37:05,
2024-09-13,Economist,Harris,0.491,2024-09-16 11:37:09,
2024-09-13,Economist,Trump,0.461,2024-09-16 11:37:09,
2024-09-15,538,Harris,0.481,2024-09-16 14:06:06,
2024-09-15,538,Trump,0.454,2024-09-16 14:06:06,
2024-09-16,RCP,Harris,0.49,2024-09-16 14:06:08,
2024-09-16,RCP,Trump,0.473,2024-09-16 14:06:08,
2024-09-16,NYT,Trump,0.47,2024-09-16 14:06:13,
2024-09-16,NYT,Harris,0.49,2024-09-16 14:06:13,
2024-09-16,NS,Trump,0.464,2024-09-16 14:06:15,
2024-09-16,NS,Harris,0.486,2024-09-16 14:06:15,
2024-09-13,Economist,Harris,0.491,2024-09-16 14:06:20,
2024-09-13,Economist,Trump,0.461,2024-09-16 14:06:20,
2024-09-16,538,Harris,0.48,2024-09-16 20:04:40,
2024-09-16,538,Trump,0.454,2024-09-16 20:04:40,
2024-09-16,RCP,Harris,0.49,2024-09-16 20:04:42,
2024-09-16,RCP,Trump,0.473,2024-09-16 20:04:42,
2024-09-16,NYT,Trump,0.47,2024-09-16 20:04:45,
2024-09-16,NYT,Harris,0.49,2024-09-16 20:04:45,
2024-09-16,NS,Trump,0.463,2024-09-16 20:04:47,
2024-09-16,NS,Harris,0.485,2024-09-16 20:04:47,
2024-09-13,Economist,Harris,0.491,2024-09-16 20:04:51,
2024-09-13,Economist,Trump,0.461,2024-09-16 20:04:51,
2024-09-16,538,Harris,0.48,2024-09-17 02:12:11,
2024-09-16,538,Trump,0.454,2024-09-17 02:12:11,
2024-09-17,RCP,Harris,0.49,2024-09-17 02:12:13,
2024-09-17,RCP,Trump,0.473,2024-09-17 02:12:13,
2024-09-16,NYT,Trump,0.46,2024-09-17 02:12:16,
2024-09-16,NYT,Harris,0.49,2024-09-17 02:12:16,
2024-09-17,NS,Trump,0.463,2024-09-17 02:12:19,
2024-09-17,NS,Harris,0.485,2024-09-17 02:12:19,
2024-09-13,Economist,Harris,0.495,2024-09-17 02:12:23,
2024-09-13,Economist,Trump,0.464,2024-09-17 02:12:23,
2024-09-16,538,Harris,0.481,2024-09-17 08:04:54,
2024-09-16,538,Trump,0.453,2024-09-17 08:04:54,
2024-09-17,RCP,Harris,0.49,2024-09-17 08:04:56,
2024-09-17,RCP,Trump,0.473,2024-09-17 08:04:56,
2024-09-16,NYT,Trump,0.46,2024-09-17 08:05:00,
2024-09-16,NYT,Harris,0.49,2024-09-17 08:05:00,
2024-09-17,NS,Trump,0.463,2024-09-17 08:05:02,
2024-09-17,NS,Harris,0.485,2024-09-17 08:05:02,
2024-09-13,Economist,Harris,0.495,2024-09-17 08:05:07,
2024-09-13,Economist,Trump,0.464,2024-09-17 08:05:07,
2024-09-16,538,Harris,0.481,2024-09-17 14:05:34,
2024-09-16,538,Trump,0.453,2024-09-17 14:05:34,
2024-09-17,RCP,Harris,0.49,2024-09-17 14:05:36,
2024-09-17,RCP,Trump,0.473,2024-09-17 14:05:36,
2024-09-16,NYT,Trump,0.46,2024-09-17 14:05:40,
2024-09-16,NYT,Harris,0.49,2024-09-17 14:05:40,
2024-09-17,NS,Trump,0.463,2024-09-17 14:05:42,
2024-09-17,NS,Harris,0.485,2024-09-17 14:05:42,
2024-09-15,Economist,Harris,0.497,2024-09-17 14:05:47,
2024-09-15,Economist,Trump,0.463,2024-09-17 14:05:47,
2024-09-17,538,Harris,0.483,2024-09-17 19:55:17,
2024-09-17,538,Trump,0.454,2024-09-17 19:55:17,
2024-09-17,RCP,Harris,0.493,2024-09-17 19:55:19,
2024-09-17,RCP,Trump,0.473,2024-09-17 19:55:19,
2024-09-17,NYT,Trump,0.46,2024-09-17 19:55:23,
2024-09-17,NYT,Harris,0.5,2024-09-17 19:55:23,
2024-09-17,NS,Trump,0.46,2024-09-17 19:55:26,
2024-09-17,NS,Harris,0.489,2024-09-17 19:55:26,
2024-09-16,Economist,Harris,0.505,2024-09-17 19:55:31,
2024-09-16,Economist,Trump,0.461,2024-09-17 19:55:31,
2024-09-17,538,Harris,0.483,2024-09-17 20:04:43,
2024-09-17,538,Trump,0.454,2024-09-17 20:04:43,
2024-09-17,RCP,Harris,0.493,2024-09-17 20:04:44,
2024-09-17,RCP,Trump,0.473,2024-09-17 20:04:44,
2024-09-17,NYT,Trump,0.46,2024-09-17 20:04:48,
2024-09-17,NYT,Harris,0.5,2024-09-17 20:04:48,
2024-09-17,NS,Trump,0.46,2024-09-17 20:04:50,
2024-09-17,NS,Harris,0.489,2024-09-17 20:04:50,
2024-09-16,Economist,Harris,0.505,2024-09-17 20:04:54,
2024-09-16,Economist,Trump,0.461,2024-09-17 20:04:54,
2024-09-17,538,Harris,0.483,2024-09-18 02:14:34,
2024-09-17,538,Trump,0.453,2024-09-18 02:14:34,
2024-09-18,RCP,Harris,0.493,2024-09-18 02:14:35,
2024-09-18,RCP,Trump,0.473,2024-09-18 02:14:35,
2024-09-17,NYT,Trump,0.46,2024-09-18 02:14:43,
2024-09-17,NYT,Harris,0.5,2024-09-18 02:14:43,
2024-09-18,NS,Trump,0.46,2024-09-18 02:14:45,
2024-09-18,NS,Harris,0.489,2024-09-18 02:14:45,
2024-09-16,Economist,Harris,0.504,2024-09-18 02:14:51,
2024-09-16,Economist,Trump,0.459,2024-09-18 02:14:51,
2024-09-17,538,Harris,0.483,2024-09-18 08:04:48,
2024-09-17,538,Trump,0.453,2024-09-18 08:04:48,
2024-09-18,RCP,Harris,0.493,2024-09-18 08:04:50,
2024-09-18,RCP,Trump,0.473,2024-09-18 08:04:50,
2024-09-17,NYT,Trump,0.46,2024-09-18 08:04:53,
2024-09-17,NYT,Harris,0.5,2024-09-18 08:04:53,
2024-09-18,NS,Trump,0.46,2024-09-18 08:04:56,
2024-09-18,NS,Harris,0.489,2024-09-18 08:04:56,
2024-09-16,Economist,Harris,0.504,2024-09-18 08:05:00,
2024-09-16,Economist,Trump,0.459,2024-09-18 08:05:00,
2024-09-17,538,Harris,0.483,2024-09-18 14:05:38,
2024-09-17,538,Trump,0.453,2024-09-18 14:05:38,
2024-09-18,RCP,Harris,0.493,2024-09-18 14:05:39,
2024-09-18,RCP,Trump,0.473,2024-09-18 14:05:39,
2024-09-17,NYT,Trump,0.46,2024-09-18 14:09:30,
2024-09-17,NYT,Harris,0.5,2024-09-18 14:09:30,
2024-09-18,NS,Trump,0.46,2024-09-18 14:09:32,
2024-09-18,NS,Harris,0.489,2024-09-18 14:09:32,
2024-09-16,Economist,Harris,0.504,2024-09-18 14:09:37,
2024-09-16,Economist,Trump,0.459,2024-09-18 14:09:37,
2024-09-18,538,Harris,0.483,2024-09-18 20:04:54,
2024-09-18,538,Trump,0.453,2024-09-18 20:04:54,
2024-09-18,RCP,Harris,0.493,2024-09-18 20:04:56,
2024-09-18,RCP,Trump,0.473,2024-09-18 20:04:56,
2024-09-18,NYT,Trump,0.46,2024-09-18 20:05:00,
2024-09-18,NYT,Harris,0.5,2024-09-18 20:05:00,
2024-09-18,NS,Trump,0.46,2024-09-18 20:05:02,
2024-09-18,NS,Harris,0.491,2024-09-18 20:05:02,
2024-09-16,Economist,Harris,0.504,2024-09-18 20:05:07,
2024-09-16,Economist,Trump,0.459,2024-09-18 20:05:07,
2024-09-18,538,Harris,0.485,2024-09-19 02:14:30,
2024-09-18,538,Trump,0.452,2024-09-19 02:14:30,
2024-09-19,RCP,Harris,0.494,2024-09-19 02:14:32,
2024-09-19,RCP,Trump,0.474,2024-09-19 02:14:32,
2024-09-18,NYT,Trump,0.46,2024-09-19 02:14:35,
2024-09-18,NYT,Harris,0.5,2024-09-19 02:14:35,
2024-09-19,NS,Trump,0.46,2024-09-19 02:14:38,
2024-09-19,NS,Harris,0.491,2024-09-19 02:14:38,
2024-09-16,Economist,Harris,0.504,2024-09-19 02:14:43,
2024-09-16,Economist,Trump,0.459,2024-09-19 02:14:43,
2024-09-18,538,Harris,0.485,2024-09-19 08:04:59,
2024-09-18,538,Trump,0.452,2024-09-19 08:04:59,
2024-09-19,RCP,Harris,0.494,2024-09-19 08:05:01,
2024-09-19,RCP,Trump,0.474,2024-09-19 08:05:01,
2024-09-19,NYT,Trump,0.47,2024-09-19 08:05:04,
2024-09-19,NYT,Harris,0.5,2024-09-19 08:05:04,
2024-09-19,NS,Trump,0.46,2024-09-19 08:05:07,
2024-09-19,NS,Harris,0.491,2024-09-19 08:05:07,
2024-09-16,Economist,Harris,0.504,2024-09-19 08:05:12,
2024-09-16,Economist,Trump,0.459,2024-09-19 08:05:12,
2024-09-18,538,Harris,0.485,2024-09-19 14:05:40,
2024-09-18,538,Trump,0.452,2024-09-19 14:05:40,
2024-09-19,RCP,Harris,0.492,2024-09-19 14:05:42,
2024-09-19,RCP,Trump,0.473,2024-09-19 14:05:42,
2024-09-19,NYT,Trump,0.47,2024-09-19 14:05:46,
2024-09-19,NYT,Harris,0.49,2024-09-19 14:05:46,
2024-09-19,NS,Trump,0.46,2024-09-19 14:05:51,Success after 1 retries
2024-09-19,NS,Harris,0.491,2024-09-19 14:05:51,Success after 1 retries
2024-09-17,Economist,Harris,0.501,2024-09-19 14:05:56,
2024-09-17,Economist,Trump,0.456,2024-09-19 14:05:56,
2024-09-19,538,Harris,0.483,2024-09-19 20:04:26,
2024-09-19,538,Trump,0.455,2024-09-19 20:04:26,
2024-09-19,RCP,Harris,0.493,2024-09-19 20:04:27,
2024-09-19,RCP,Trump,0.474,2024-09-19 20:04:27,
2024-09-19,NYT,Trump,0.47,2024-09-19 20:04:31,
2024-09-19,NYT,Harris,0.49,2024-09-19 20:04:31,
2024-09-19,NS,Trump,0.462,2024-09-19 20:04:34,
2024-09-19,NS,Harris,0.489,2024-09-19 20:04:34,
2024-09-17,Economist,Harris,0.501,2024-09-19 20:04:39,
2024-09-17,Economist,Trump,0.456,2024-09-19 20:04:39,
2024-09-19,538,Harris,0.484,2024-09-20 02:14:18,
2024-09-19,538,Trump,0.455,2024-09-20 02:14:18,
2024-09-20,RCP,Harris,0.493,2024-09-20 02:14:20,
2024-09-20,RCP,Trump,0.474,2024-09-20 02:14:20,
2024-09-19,NYT,Trump,0.47,2024-09-20 02:14:23,
2024-09-19,NYT,Harris,0.49,2024-09-20 02:14:23,
2024-09-20,NS,Trump,0.462,2024-09-20 02:14:26,
2024-09-20,NS,Harris,0.489,2024-09-20 02:14:26,
2024-09-19,Economist,Harris,0.499,2024-09-20 02:14:31,
2024-09-19,Economist,Trump,0.456,2024-09-20 02:14:31,
2024-09-19,538,Harris,0.484,2024-09-20 08:04:49,
2024-09-19,538,Trump,0.455,2024-09-20 08:04:49,
2024-09-20,RCP,Harris,0.493,2024-09-20 08:04:51,
2024-09-20,RCP,Trump,0.474,2024-09-20 08:04:51,
2024-09-19,NYT,Trump,0.47,2024-09-20 08:04:55,
2024-09-19,NYT,Harris,0.49,2024-09-20 08:04:55,
2024-09-20,NS,Trump,0.462,2024-09-20 08:04:57,
2024-09-20,NS,Harris,0.489,2024-09-20 08:04:57,
2024-09-19,Economist,Harris,0.499,2024-09-20 08:05:02,
2024-09-19,Economist,Trump,0.456,2024-09-20 08:05:02,
2024-09-19,538,Harris,0.484,2024-09-20 14:05:35,
2024-09-19,538,Trump,0.455,2024-09-20 14:05:35,
2024-09-20,RCP,Harris,0.493,2024-09-20 14:05:37,
2024-09-20,RCP,Trump,0.474,2024-09-20 14:05:37,
2024-09-20,NYT,Trump,0.47,2024-09-20 14:05:40,
2024-09-20,NYT,Harris,0.49,2024-09-20 14:05:40,
2024-09-20,NS,Trump,0.462,2024-09-20 14:05:42,
2024-09-20,NS,Harris,0.489,2024-09-20 14:05:42,
2024-09-19,Economist,Harris,0.499,2024-09-20 14:05:48,
2024-09-19,Economist,Trump,0.456,2024-09-20 14:05:48,
2024-09-20,538,Harris,0.483,2024-09-20 20:04:39,
2024-09-20,538,Trump,0.456,2024-09-20 20:04:39,
2024-09-20,RCP,Harris,0.493,2024-09-20 20:04:41,
2024-09-20,RCP,Trump,0.474,2024-09-20 20:04:41,
2024-09-20,NYT,Trump,0.47,2024-09-20 20:04:44,
2024-09-20,NYT,Harris,0.49,2024-09-20 20:04:44,
2024-09-20,NS,Trump,0.461,2024-09-20 20:04:46,
2024-09-20,NS,Harris,0.489,2024-09-20 20:04:46,
2024-09-19,Economist,Harris,0.5,2024-09-20 20:04:51,
2024-09-19,Economist,Trump,0.46,2024-09-20 20:04:51,
2024-09-20,538,Harris,0.483,2024-09-21 02:13:50,
2024-09-20,538,Trump,0.456,2024-09-21 02:13:50,
2024-09-21,RCP,Harris,0.493,2024-09-21 02:13:52,
2024-09-21,RCP,Trump,0.474,2024-09-21 02:13:52,
2024-09-20,NYT,Trump,0.47,2024-09-21 02:13:55,
2024-09-20,NYT,Harris,0.49,2024-09-21 02:13:55,
2024-09-21,NS,Trump,0.461,2024-09-21 02:13:57,
2024-09-21,NS,Harris,0.489,2024-09-21 02:13:57,
2024-09-19,Economist,Harris,0.5,2024-09-21 02:14:02,
2024-09-19,Economist,Trump,0.46,2024-09-21 02:14:02,
2024-09-20,538,Harris,0.484,2024-09-21 08:04:40,
2024-09-20,538,Trump,0.456,2024-09-21 08:04:40,
2024-09-21,RCP,Harris,0.493,2024-09-21 08:04:43,
2024-09-21,RCP,Trump,0.474,2024-09-21 08:04:43,
2024-09-21,NYT,Trump,0.47,2024-09-21 08:04:47,
2024-09-21,NYT,Harris,0.49,2024-09-21 08:04:47,
2024-09-21,NS,Trump,0.461,2024-09-21 08:04:49,
2024-09-21,NS,Harris,0.489,2024-09-21 08:04:49,
2024-09-19,Economist,Harris,0.5,2024-09-21 08:04:54,
2024-09-19,Economist,Trump,0.46,2024-09-21 08:04:54,
2024-09-20,538,Harris,0.484,2024-09-21 14:05:09,
2024-09-20,538,Trump,0.456,2024-09-21 14:05:09,
2024-09-21,RCP,Harris,0.493,2024-09-21 14:05:11,
2024-09-21,RCP,Trump,0.474,2024-09-21 14:05:11,
2024-09-21,NYT,Trump,0.47,2024-09-21 14:05:14,
2024-09-21,NYT,Harris,0.49,2024-09-21 14:05:14,
2024-09-21,NS,Trump,0.461,2024-09-21 14:05:16,
2024-09-21,NS,Harris,0.489,2024-09-21 14:05:16,
2024-09-19,Economist,Harris,0.5,2024-09-21 14:05:21,
2024-09-19,Economist,Trump,0.46,2024-09-21 14:05:21,
2024-09-21,538,Harris,0.484,2024-09-21 20:04:03,
2024-09-21,538,Trump,0.455,2024-09-21 20:04:03,
2024-09-21,RCP,Harris,0.493,2024-09-21 20:04:05,
2024-09-21,RCP,Trump,0.474,2024-09-21 20:04:05,
2024-09-21,NYT,Trump,0.47,2024-09-21 20:04:09,
2024-09-21,NYT,Harris,0.49,2024-09-21 20:04:09,
2024-09-21,NS,Trump,0.463,2024-09-21 20:04:11,
2024-09-21,NS,Harris,0.49,2024-09-21 20:04:11,
2024-09-19,Economist,Harris,0.5,2024-09-21 20:04:16,
2024-09-19,Economist,Trump,0.46,2024-09-21 20:04:16,
2024-09-21,538,Harris,0.483,2024-09-22 02:15:56,
2024-09-21,538,Trump,0.456,2024-09-22 02:15:56,
2024-09-22,RCP,Harris,0.493,2024-09-22 02:15:58,
2024-09-22,RCP,Trump,0.474,2024-09-22 02:15:58,
2024-09-21,NYT,Trump,0.47,2024-09-22 02:16:02,
2024-09-21,NYT,Harris,0.49,2024-09-22 02:16:02,
2024-09-22,NS,Trump,0.463,2024-09-22 02:16:04,
2024-09-22,NS,Harris,0.49,2024-09-22 02:16:04,
2024-09-19,Economist,Harris,0.5,2024-09-22 02:16:09,
2024-09-19,Economist,Trump,0.46,2024-09-22 02:16:09,
2024-09-21,538,Harris,0.483,2024-09-22 08:04:23,
2024-09-21,538,Trump,0.456,2024-09-22 08:04:23,
2024-09-22,RCP,Harris,0.493,2024-09-22 08:04:25,
2024-09-22,RCP,Trump,0.474,2024-09-22 08:04:25,
2024-09-22,NYT,Trump,0.47,2024-09-22 08:04:28,
